area,businessScope,companyController,companyName,issuingAuthority,legalRepresentative,license,licenseDate,qualityRepresentative,registrationAddress,repositoryAddress,validTillDate
江夏区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘赟,武汉市百岁康大药房有限公司保利海寓店,武汉市江夏区食品药品监督管理局,孔新忠,鄂CB0279096,20160516,王乔莎,保利海寓第1栋商铺1层05号房,武汉市百岁康大药房有限公司统一配送,2019-12-11
汉阳区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,夏瑛,武汉马应龙大药房连锁有限公司江博药店,武汉市汉阳区食品药品监督管理局,***,鄂CB0274426,20160513,韩明威,武汉市汉阳区江堤中路13号江博社区B13-1-2,由武汉马应龙大药房连锁有限公司统一配送,2020-08-30
江岸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,梁春芬,湖北智仁大药房有限公司堤角店,武汉市江岸区食品药品监督管理局,------,鄂CB0271172,20160517,邓佑芳,武汉市江岸区堤角前街9号,------,2020-06-09
江汉区,处方药（禁止类除外）、非处方药;中药饮片\中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）***,郑红云,湖北益生天济大药房连锁有限公司杨汊湖店,武汉市江汉区食品药品监督管理局,***,鄂CA0276252,20160517,罗蓉,武汉市江汉区杨汊湖党校20.22.24.26（新华下路小区15栋3、4、5档商网）,由湖北益生天济大药房连锁有限公司统一配送,2021-05-16
江汉区,处方药(禁止类除外)、非处方药、中药饮片;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)。***,段娜,湖北德仁堂医药连锁有限公司,武汉市江汉区食品药品监督管理局,熊永坚,鄂BA0272007,20160517,熊世平,武汉市江汉区发展大道115号,武汉市江汉区发展大道115号,2019-10-08
武昌区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司三角路分店,武汉市武昌区食品药品监督管理局,----,鄂CB0275076,20160518,阮婷,武汉市武昌区徐家棚街三角路小区9栋1层19号,由湖北中联大药房连锁有限公司配送,2020-07-15
硚口区,处方药、非处方药（甲、乙类）；中成药、中药饮片、化学药制剂、抗生素制剂、生化药品（除冷藏冷冻药品外）***,郑红云,湖北益生天济大药房连锁有限公司荣华街店,武汉市硚口区食品药品监督管理局,唐国勤,鄂CB0276254,20160518,王汉成,武汉市硚口区武胜西街8号4栋38号商铺1-2层,湖北益生天济大药房连锁有限公司配送,2021-05-17
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品***,赵冬枝,湖北中联大药房连锁有限公司新沟桥分店,武汉市青山区食品药品监督管理局,----,鄂CB0276037,20160519,姚振清,青山区21街坊16号附1-3号,由湖北中联大药房连锁有限公司统一配送,2019-06-17
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品***,赵冬枝,湖北中联大药房连锁有限公司奥山世纪城分店,武汉市青山区食品药品监督管理局,----,鄂CB0276142,20160519,潘静,武汉市青山区余家头村奥山世纪城B1层2376B1F0003号铺位,由湖北中联大药房连锁有限公司统一配送,2020-10-27
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品***,郑红云,湖北益生天济大药房连锁有限公司天兴花园店,武汉市青山区食品药品监督管理局,----,鄂CB0276150,20160519,陈俊彰,武汉市青山区建设十一路七星天兴花园第12栋商铺1号,由湖北益生天济大药房连锁有限公司统一配送,2020-06-08
汉阳区,处方药（禁止类除外）、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李志辉,武汉百草济大药房有限公司向阳庭苑分公司,武汉市汉阳区食品药品监督管理局,***,鄂DB0276256,20160519,方辉,武汉市汉阳区江堤中路向阳庭苑小区C21号,***,2021-05-18
黄陂区,处方药（禁止类除外）、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）（含冷藏、冷冻药品）***,邓智勇,武汉市佳源堂大药房连锁有限公司滠阳店,武汉市黄陂区市场监督管理局,邓智勇,鄂CB0279337,20160519,张利霞,武汉市黄陂区滠口街滠阳大道81号,由武汉市佳源堂大药房连锁有限公司配送,2021-05-18
经济技术开发区（汉南区）,处方药(禁止类除外)、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）（含冷藏冷冻药品）***,万超,武汉保安堂大药房有限公司全力北店,武汉经济技术开发区（汉南区）行政审批局,***,鄂DB0270623,20160520,张成,武汉经济技术开发区4W1地块（全力1路）全力北企业生活配套服务中心3-2F-01商铺,/,2021-05-19
硚口区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,王立优,湖北美罗汇健康药房有限公司古田店,武汉市硚口区食品药品监督管理局,于智慧,鄂CB0273527,20160520,肖梅,武汉市硚口区解放大道31-37号1-1栋1层4号,湖北美罗汇健康药房有限公司配送,2021-02-22
青山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉现代...,武汉市青山区行政审批局,***,鄂CB0276260,20160520,曹金发,武汉市青山区现代花园52-54门9号商网,由老百姓大药房连锁（湖北）有限公司统一配送,2021-05-19
洪山区,甲类非处方药、乙类非处方药;（含冷藏冷冻药品）***,雷云峰,湖北同济堂药房有限公司剑桥春天药店,武汉市洪山区食品药品监督管理局,——,鄂CB0277204,20160520,祝中波,洪山区珞瑜路卧龙剑桥春天小区1栋1号商铺,由湖北同济堂药房有限公司统一配送,2021-05-19
江夏区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,熊平,武汉定康大药房连锁有限公司中港店,武汉市江夏区食品药品监督管理局,熊平,鄂CB0279097,20160520,肖樊,武汉市江夏区纸坊熊廷弼街综合楼,武汉定康大药房连锁有限公司统一配送,2019-12-29
东湖新技术开发区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,孙丽,武汉市优洁优选大药房有限公司,武汉市开发区食品药品监督管理局（武汉东湖新技术开发区）,,鄂DA0270953,20160523,孙丽,武汉市东湖高新技术开发区龙城路8号光谷梅花坞住宅小区A1-A3栋1层商铺6号,,2021-05-22
蔡甸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘庆姣,武汉福康大药房零售连锁有限公司福康药店,武汉市蔡甸区食品药品监督管理局,肖昌抗,鄂CB0278646,20160523,李娟,武汉市蔡甸区消泗乡文卫路1号,由武汉福康大药房零售连锁有限公司统一配送,2020-07-05
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,王雪琴,武汉普安药房有限公司,武汉市江汉区食品药品监督管理局,徐晓峰,鄂BA0272012,20160523,罗秋霞,武汉江汉区新华路186号福星国际商会大厦21楼,武汉市东西湖区吴家山七支沟西边湖北天下明药业有限公司内,2018-06-16
武昌区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,甘辉军,武汉市爱尔康大药房有限公司瑞安街店,武汉市武昌区食品药品监督管理局,***,鄂CB0276263,20160523,陈玉环,武汉市武昌区南湖花园宁静苑29栋4单元1层1号,***,2021-05-22
洪山区,处方药（禁止类除外）、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）。（含冷藏冷冻药品）***,王立优,湖北美罗汇健康药房有限公司武汉岳家嘴店,武汉市洪山区食品药品监督管理局,——,鄂CB0276262,20160523,夏泽光,洪山区平安大道４６号岳家嘴小区职工住宅１栋１－２层２室,由湖北美罗汇健康药房有限公司统一配送,2021-05-22
武昌区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,雷云锋,湖北同济堂药房有限公司梅苑药店,武汉市武昌区食品药品监督管理局,雷云锋,鄂CB0275204,20160523,肖彬,武汉市武昌区梅苑路68号,由湖北同济堂药房有限公司配送,2020-05-04
洪山区,处方药（禁止类除外）、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）***,廖高明,武汉惠好大药房有限公司南国都市店,武汉市洪山区食品药品监督管理局,——,鄂DB0276261,20160523,涂正艳,武汉市洪山区张家湾街道长征社区南国都市大市场一楼外围商铺7、8号,——,2021-05-22
东西湖区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,汤明起,武汉东明药房连锁有限公司,武汉市东西湖区食品药品监督管理局,汤明起,鄂BA0278098,20160523,胡正春,湖北省武汉市东西湖区吴家山台商投资区新城十路7号东明总部1号楼东边,由湖北东明医药有限公司统一配送,2020-05-03
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品***,周光霞,武汉市青山区聚恩堂大药房,武汉市青山区食品药品监督管理局,----,鄂DB0276144,20160524,吴红玲,武汉市青山区29街86门8号,----,2020-11-15
洪山区,甲类非处方药、乙类非处方药;（含冷藏冷冻药品）******,张霞,湖北传奇春天大药房连锁有限公司第4265...,武汉市洪山区食品药品监督管理局,——,鄂CB2016011801,20160524,张霞,洪山区卓刀泉卓豹路175号,由湖北传奇春天大药房连锁有限公司统一配送,2021-01-17
洪山区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）。（含冷藏冷冻药品）***,程丽红,武汉翰隆堂大药房有限公司,武汉市洪山区食品药品监督管理局,刘桂兰,鄂DA0276266,20160524,雷细英,武汉市洪山区石牌岭295号石尚街第E区E1-010,——,2021-05-23
蔡甸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***,梁春芬,湖北智仁大药房有限公司新天店,武汉市蔡甸区食品药品监督管理局,许传勇,鄂CB0278676,20160523,柳其胜,武汉市蔡甸区蔡甸街新天铺164号,湖北智仁大药房有限公司配送,2020-03-29
武昌区,;处方姚、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、含冷藏药品***,王定珍,武汉市好药师辉宏大药房有限公司,武汉市武昌区食品药品监督管理局,范姣,鄂DA0275531,20160525,艾玲玲,武昌区明伦街53号1层4号,武汉市武昌区明论街53号1层4号,2020-05-21
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）、含冷藏药品***,徐勇,武汉叶开泰药业连锁有限公司杨园药店,武汉市武昌区食品药品监督管理局,***,鄂CB0276265,20160524,卢文英,武汉市武昌区杨园新村1栋1层4-5号,由武汉叶开泰药业连锁有限公司配送,2021-05-23
蔡甸区,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,俞细梅,武汉福康大药房零售连锁有限公司德仁药店,武汉市蔡甸区食品药品监督管理局,肖昌抗,鄂CB0278647,20160525,魏明,武汉市蔡甸区新农街新张路2号,由武汉福康大药房零售连锁统一配送,2019-06-03
蔡甸区,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,周志林,武汉健康堂大药房有限公司,武汉市蔡甸区食品药品监督管理局,周志林,鄂DB0278751,20160526,熊华兰,武汉市蔡甸区大集街泊龙路21栋1-2号门面,武汉市蔡甸区大集街泊龙路21栋1-2号门面,2019-04-09
洪山区,处方药（禁止类除外）、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）***,左茂华,武汉健之佳大药房有限公司,武汉市洪山区食品药品监督管理局,——,鄂DB0277740,20160527,彭安林,武汉市洪山区关山街道双塘小区3号楼1楼3号商铺,——,2021-05-26
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,荣波,武汉市聚荣璟大药房有限公司艺境店,武汉东湖新技术开发区市场监督管理局,***,鄂DB0276270,20160527,杨柳,武汉市东湖新技术开发区高新五路以北东园西路以东、金地褐石庄园三期18栋1层7、8商号,***,2021-05-26
硚口区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,张晓雪,武汉市盛鑫堂大药房有限公司,武汉市硚口区食品药品监督管理局,程雄,鄂DA0276269,20160527,钟亚芳,武汉市硚口区长丰大道158号邻里中心保障性住房商铺栋1层17-19号1、2层,***,2021-05-26
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,邓智勇,武汉市佳源堂大药房连锁有限公司巢上城店,武汉市黄陂区市场监督管理局,------,鄂CB0279504,20160527,叶季方,盘龙大道25号巢上城三组团3号楼-13号门面,武汉市黄陂区向阳大道梅园小区5号,2021-01-19
黄陂区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,邓智勇,武汉市佳源堂大药房连锁有限公司新邑店,武汉市黄陂区市场监督管理局,------,鄂CB0279345,20160527,方艾芹,武汉市黄陂区滠口街滠口村滠阳新邑小区C栋17、18号,由武汉市佳源堂大药房连锁有限公司配送,2020-06-04
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,雷云锋,湖北同济堂药房有限公司宏兴药店,武汉市江岸区食品药品监督管理局,张美华,鄂CB0271098,20160527,傅刚,武汉市江岸区兴业路86号1-1-2室,----,2021-02-02
洪山区,处方药(禁止类除外)、非处方药、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,傅德新,好药师大药房连锁有限公司青城华府店,武汉市洪山区食品药品监督管理局,——,鄂CB0277178,20160530,崔海霞,武汉市洪山区和平街东方红村福星惠誉.青城华府G3幢1-2层14号房,由好药师大药房连锁有限公司统一配送,2020-03-31
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,胡安全,武汉安泰康大药房连锁有限公司琦锦分店,武汉东湖新技术开发区市场监督管理局,胡安全,鄂CB0270755,20160530,周莉红,武汉市东湖高新技术开发区珞瑜路788号巴黎豪庭2-3栋1层12号,由武汉安泰康大药房连锁有限公司配送,2018-03-10
经济技术开发区（汉南区）,处方药(不含禁止类)、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏冷冻药品）***,胡亚文,武汉本草居大药房有限责任公司,武汉经济技术开发区（汉南区）行政审批局,黄琴琴,鄂DA0276274,20160530,黄程,武汉经济技术开发区武汉海伦春天第F01座1-2层22、23号房,无,2021-05-29
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,肖国祥,湖北心连心药房连锁有限责任公司巢上城店,武汉市黄陂区市场监督管理局,白华,鄂CB0276273,20160530,颜昌科,武汉市黄陂区盘龙城经济开发区汤云海路巢上城（三组团）3栋1层15室,***,2021-05-29
江夏区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,甘辉军,武汉市爱尔康大药房有限公司惠焱店,武汉市江夏区食品药品监督管理局,郭宏武,鄂CB0279128,20160530,龚芬芳,武汉市江夏区政和花园小区商铺4-2、4-3号一层商铺,武汉市爱尔康大药房有限公司统一配送,2021-03-14
江夏区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,甘辉军,武汉市爱尔康大药房有限公司旺隆药品器械超...,武汉市江夏区食品药品监督管理局,郭宏武,鄂CB0279081,20160530,李敏,武汉市江夏区兴新街47号,武汉市爱尔康大药房有限公司统一配送,2020-05-12
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李水清,武汉市蔡甸区消泗乡仁心大药房,武汉市蔡甸区食品药品监督管理局,***,鄂DB0278695,20160531,李玲琍,武汉市蔡甸区消泗乡正街129号,武汉市蔡甸区消泗乡正街129号,2020-07-28
洪山区,甲类非处方药、乙类非处方药,范红燕,湖北同济堂药房有限公司阳光在线药店,武汉市洪山区食品药品监督管理局,——,鄂CB0277170,20160530,熊丽霞,武汉市洪山区关山阳光在线小区第1座1单元1019号房,由湖北同济堂药房有限公司统一配送,2021-05-29
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,夏瑛,武汉马应龙大药房连锁有限公司静安路药店,武汉市武昌区食品药品监督管理局,田正军,鄂CB0273368,20160531,胡汉辉,武汉市武昌区静安路7号凯旋名邸7栋1-2层1室,由武汉马应龙大药房连锁有限公司配送,2020-04-02
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)。*****,杨芬,老百姓大药房连锁（湖北）有限公司武汉统一...,武汉市江汉区食品药品监督管理局,***,鄂CB0272375,20160531,李芳芳,武汉市江汉区统一街61、63、65号,由老百姓大药房连锁（湖北）有限公司统一配送,2020-09-29
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏药品******,王立优,湖北美罗汇健康药房有限公司平安路店,武汉市武昌区食品药品监督管理局,——,鄂CB0276278,20160601,王海娟,武汉市武昌区南湖花园机场三路水域天际一期B栋一层6-7室,由湖北美罗汇健康药房有限公司配送,2021-05-31
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,夏瑛,武汉马应龙大药房连锁有限公司常青花园药店,武汉市东西湖区食品药品监督管理局,***,鄂CB0273249,20160601,许定雄,武汉市东西湖区常青花园1区42栋1层2号（商网）,由武汉马应龙大药房连锁有限公司统一配送,2018-05-21
洪山区,处方药（禁止类除外）、非处方药、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,涂正艳,武汉众仁堂大药房有限公司,武汉市洪山区食品药品监督管理局,涂正艳,鄂DA0277666,20160531,吴艳枝,武汉市洪山区珞狮南路246号B栋一楼（中建三局医院边）,——,2021-05-30
青山区,处方药（禁止类除外）、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）、含冷藏冷冻药品***,郑红云,湖北益生天济大药房连锁有限公司青宜居店,武汉市青山区食品药品监督管理局,----,鄂CB0276280,20160602,唐斌,武汉市青山区和平大道1095号青宜居6栋1层商网22号房,由湖北益生天济大药房连锁有限公司统一配送,2021-06-01
东西湖区,处方药（禁止类除外）、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）、除冷藏冷冻药品外***,林柳,武汉市好药师柏泉大药房有限公司2,武汉市江岸区食品药品监督管理局,林建高,鄂CA0278108,20160603,夏杏莉,武汉市东西湖区柏泉农场物资公司第3-4门面,***,2021-05-12
蔡甸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,李莎,广济堂医药连锁有限公司蔡甸店,武汉市蔡甸区食品药品监督管理局,***,鄂CB0278707,20160603,刘旭,武汉市蔡甸区蔡甸街同心村（蔡甸石油分公司一层）,由广济堂医药连锁有限公司统一配送,2020-09-05
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,郑红云,湖北益生天济大药房连锁有限公司建安街店,武汉市武昌区食品药品监督管理局,***,鄂CB0276283,20160603,陈卉,武汉市武昌区紫阳街南湖机场南湖都市桃源B区1层06号,由湖北益生天济大药房连锁有限公司配送,2021-06-02
黄陂区,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,罗芙蓉,武汉市宏康大药房连锁有限公司庆康药店,武汉市黄陂区市场监督管理局,王正茂,鄂CA0276292,20160606,肖敏,武汉市黄陂区滠口滠阳大道307号,***,2021-06-05
洪山区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)(含冷藏、冷冻药品)***,屈永红,湖北阳慷大药房连锁有限公司大洲村店,武汉市洪山区食品药品监督管理局,——,鄂CB2015122911,20160606,陈建荣,洪山区大洲村四队路边459号,由湖北阳慷大药房连锁有限公司统一配送,2020-12-28
黄陂区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,罗芙蓉,武汉市宏康大药房连锁有限公司百秀药店,武汉市黄陂区市场监督管理局,王正茂,鄂CA0276291,20160606,毛保平,黄陂区前川街定远村黄陂人信城5栋1层3-4商室,***,2021-06-05
黄陂区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***,裴海清,武汉市永生公大药房连锁有限公司龙潭药店,武汉市黄陂区市场监督管理局,裴海清,鄂CA0276290,20160606,张聪,武汉市黄陂区前川街道龙潭南路及西垣里龙潭名居4号,***,2021-06-05
黄陂区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）。（不含冷藏冷冻药品）***,王志强,武汉吕中大药房有限公司,武汉市黄陂区市场监督管理局,吕中,鄂DA0276288,20160606,杨为贵,武汉市黄陂区川龙大道28号爱帝时尚创意产业园G1-5号一楼,***,2021-06-05
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉妙墩...,武汉市江汉区食品药品监督管理局,***,鄂CB0272384,20160607,倪萌,武汉市江汉区妙墩小区D栋6门一层门面,由老百姓大药房连锁（湖北）有限公司统一配送,2020-08-27
黄陂区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***,裴海清,武汉市永生公大药房连锁有限公司兴阳药店,武汉市黄陂区市场监督管理局,裴海清,鄂CA0276289,20160606,鲁清兰,武汉市黄陂区前川街道石阳街8号前川欣城10-11号,***,2021-06-05
黄陂区,处方药(不含禁止类与限制类药品)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、诊断药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,连姝文,武汉市柏正堂大药房有限公司,武汉市黄陂区市场监督管理局,龚庆,鄂DA0276285,20160606,唐静,武汉市黄陂区盘龙城经济开发区许庙村宋岗一路7号万润橄榄城8、9、10号楼商铺栋1-2层19,***,2021-06-05
黄陂区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***,罗芙蓉,武汉市宏康大药房连锁有限公司园春药店,武汉市黄陂区市场监督管理局,王正茂,鄂CB0279414,20160606,陈玉红,武汉市黄陂区横店街园春街17号,******,2020-09-29
洪山区,处方药(不含禁止类与限制类药品)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,张和平,武汉康信大药房,武汉市洪山区食品药品监督管理局,——,鄂DB0277581,20160607,胡艳,武汉市洪山区杨春湖景苑小区9、10号,--------,2021-06-06
武昌区,处方药、非处方药（甲类、乙类）：中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻***,雷朝霞,武汉好药师静安大药房有限公司,武汉市武昌区食品药品监督管理局,潘枭,鄂DA0275532,20160608,刘艳花,武昌区静安路8号尚文.静安上城（人和家园）5栋1单元1层商1、商2号,武昌区静安路8号尚文.静安上城（人和家园）5栋1单元1层商1、商2号,2020-05-21
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,陶东,武汉灵露大药房有限公司,武汉市洪山区食品药品监督管理局,陶东,鄂DB0277791,20160606,王芳,武汉市洪山区和平街北洋桥村特9号,——,2021-06-05
汉阳区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)(含冷藏药品)***,傅德新,好药师大药房连锁有限公司五里新村店,武汉市汉阳区食品药品监督管理局,***,鄂CB0274351,20160608,熊红平,汉阳区汉阳大道301号1层3室、4-(1)、4-(2)室,由好药师大药房连锁有限公司统一配送,2020-02-03
武昌区,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏药品******,杨小春,湖北通用大药房有限公司丁字桥南路店,武汉市武昌区食品药品监督管理局,王飞,鄂CB0275602(更),20160608,王会云,湖北省武汉市武昌区丁字桥南路水域天际小区48栋1单元1层1室,由湖北通用大药房有限公司配送,2021-01-25
武昌区,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,杨芬,老百姓大药房连锁（湖北）有限公司武汉南湖...,武汉市武昌区食品药品监督管理局,--,鄂CB0275463,20160612,谭洁,武昌区南湖花园经典家园1-2层29-2、3号商铺,由老百姓大药房连锁（湖北）有限公司统一配,2019-10-20
武昌区,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,杨芬,老百姓大药房连锁（湖北）有限公司武汉南湖...,武汉市武昌区食品药品监督管理局,--,鄂CB0275447,20160612,洪明琴,武昌区南湖虹顶家园会所,由老百姓大药房连锁（湖北）有限公司统一配,2019-10-20
洪山区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,徐立恒,武汉华茂大药房有限公司宝安店,武汉市洪山区食品药品监督管理局,——,鄂DB0276300,20160608,孙帆,北港村学府林居一期连接商铺1层103室,——,2021-06-07
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品***,杨芬,老百姓大药房连锁（湖北）有限公司武汉火炬...,武汉市武昌区食品药品监督管理局,--,鄂CB0275193,20160612,张青,武汉市武昌区中华路新华村4-15号新华园金厦银座A幢1层A-1-7号,由老百姓大药房连锁（湖北）有限公司统一配送,2019-10-20
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,杨芬,老百姓大药房连锁（湖北）有限公司首义店,武汉市武昌区食品药品监督管理局,--,鄂CB0275081,20160612,陈琛,武昌区彭刘杨路262号,由老百姓大药房连锁（湖北）有限公司配送,2019-10-20
